T(K),Al_Cp,Al_H,Al_S,Al_Hfus,Al_Sfus,Cu_Cp,Cu_H,Cu_S,Cu_Hfus,Cu_Sfus,Mg_Cp,Mg_H,Mg_S,Mg_Hfus,Mg_Sfus,Si_Cp,Si_H,Si_S,Si_Hfus,Si_Sfus,Zn_Cp,Zn_H,Zn_S,Zn_Hfus,Zn_Sfus
2624,31.748,82511,104.254,10711,11.474,31.38,82295,104.536,13263,9.768,34.309,84586,109.079,8477,9.184,27.196,111733,103.573,50208,29.762,31.38,78721,116.809,7322,10.571
2626,31.748,82575,104.278,10711,11.474,31.38,82357,104.56,13263,9.768,34.309,84655,109.105,8477,9.184,27.196,111787,103.594,50208,29.762,31.38,78783,116.833,7322,10.571
2628,31.748,82638,104.303,10711,11.474,31.38,82420,104.584,13263,9.768,34.309,84724,109.131,8477,9.184,27.196,111842,103.614,50208,29.762,31.38,78846,116.857,7322,10.571
2630,31.748,82702,104.327,10711,11.474,31.38,82483,104.608,13263,9.768,34.309,84792,109.158,8477,9.184,27.196,111896,103.635,50208,29.762,31.38,78909,116.881,7322,10.571
2632,31.748,82765,104.351,10711,11.474,31.38,82546,104.632,13263,9.768,34.309,84861,109.184,8477,9.184,27.196,111950,103.656,50208,29.762,31.38,78972,116.905,7322,10.571
2634,31.748,82829,104.375,10711,11.474,31.38,82608,104.656,13263,9.768,34.309,84930,109.21,8477,9.184,27.196,112005,103.676,50208,29.762,31.38,79035,116.928,7322,10.571
2636,31.748,82892,104.399,10711,11.474,31.38,82671,104.679,13263,9.768,34.309,84998,109.236,8477,9.184,27.196,112059,103.697,50208,29.762,31.38,79097,116.952,7322,10.571
2638,31.748,82956,104.423,10711,11.474,31.38,82734,104.703,13263,9.768,34.309,85067,109.262,8477,9.184,27.196,112114,103.718,50208,29.762,31.38,79160,116.976,7322,10.571
2640,31.748,83019,104.447,10711,11.474,31.38,82797,104.727,13263,9.768,34.309,85135,109.288,8477,9.184,27.196,112168,103.738,50208,29.762,31.38,79223,117,7322,10.571
2642,31.748,83083,104.471,10711,11.474,31.38,82859,104.751,13263,9.768,34.309,85204,109.314,8477,9.184,27.196,112222,103.759,50208,29.762,31.38,79286,117.024,7322,10.571
2644,31.748,83146,104.495,10711,11.474,31.38,82922,104.774,13263,9.768,34.309,85273,109.34,8477,9.184,27.196,112277,103.779,50208,29.762,31.38,79348,117.047,7322,10.571
2646,31.748,83210,104.519,10711,11.474,31.38,82985,104.798,13263,9.768,34.309,85341,109.366,8477,9.184,27.196,112331,103.8,50208,29.762,31.38,79411,117.071,7322,10.571
2648,31.748,83273,104.543,10711,11.474,31.38,83048,104.822,13263,9.768,34.309,85410,109.392,8477,9.184,27.196,112386,103.821,50208,29.762,31.38,79474,117.095,7322,10.571
2650,31.748,83337,104.567,10711,11.474,31.38,83110,104.846,13263,9.768,34.309,85478,109.418,8477,9.184,27.196,112440,103.841,50208,29.762,31.38,79537,117.119,7322,10.571
2652,31.748,83400,104.591,10711,11.474,31.38,83173,104.869,13263,9.768,34.309,85547,109.443,8477,9.184,27.196,112494,103.862,50208,29.762,31.38,79599,117.142,7322,10.571
2654,31.748,83464,104.615,10711,11.474,31.38,83236,104.893,13263,9.768,34.309,85616,109.469,8477,9.184,27.196,112549,103.882,50208,29.762,31.38,79662,117.166,7322,10.571
2656,31.748,83527,104.639,10711,11.474,31.38,83299,104.917,13263,9.768,34.309,85684,109.495,8477,9.184,27.196,112603,103.903,50208,29.762,31.38,79725,117.189,7322,10.571
2658,31.748,83591,104.663,10711,11.474,31.38,83361,104.94,13263,9.768,34.309,85753,109.521,8477,9.184,27.196,112657,103.923,50208,29.762,31.38,79788,117.213,7322,10.571
2660,31.748,83654,104.687,10711,11.474,31.38,83424,104.964,13263,9.768,34.309,85822,109.547,8477,9.184,27.196,112712,103.944,50208,29.762,31.38,79850,117.237,7322,10.571
2662,31.748,83718,104.711,10711,11.474,31.38,83487,104.987,13263,9.768,34.309,85890,109.573,8477,9.184,27.196,112766,103.964,50208,29.762,31.38,79913,117.26,7322,10.571
2664,31.748,83781,104.735,10711,11.474,31.38,83550,105.011,13263,9.768,34.309,85959,109.598,8477,9.184,27.196,112821,103.984,50208,29.762,31.38,79976,117.284,7322,10.571
2666,31.748,83845,104.758,10711,11.474,31.38,83613,105.034,13263,9.768,34.309,86027,109.624,8477,9.184,27.196,112875,104.005,50208,29.762,31.38,80039,117.307,7322,10.571
2668,31.748,83908,104.782,10711,11.474,31.38,83675,105.058,13263,9.768,34.309,86096,109.65,8477,9.184,27.196,112929,104.025,50208,29.762,31.38,80101,117.331,7322,10.571
2670,31.748,83972,104.806,10711,11.474,31.38,83738,105.081,13263,9.768,34.309,86165,109.675,8477,9.184,27.196,112984,104.046,50208,29.762,31.38,80164,117.354,7322,10.571
2672,31.748,84035,104.83,10711,11.474,31.38,83801,105.105,13263,9.768,34.309,86233,109.701,8477,9.184,27.196,113038,104.066,50208,29.762,31.38,80227,117.378,7322,10.571
2674,31.748,84099,104.853,10711,11.474,31.38,83864,105.128,13263,9.768,34.309,86302,109.727,8477,9.184,27.196,113093,104.086,50208,29.762,31.38,80290,117.401,7322,10.571
2676,31.748,84162,104.877,10711,11.474,31.38,83926,105.152,13263,9.768,34.309,86370,109.752,8477,9.184,27.196,113147,104.107,50208,29.762,31.38,80352,117.425,7322,10.571
2678,31.748,84226,104.901,10711,11.474,31.38,83989,105.175,13263,9.768,34.309,86439,109.778,8477,9.184,27.196,113201,104.127,50208,29.762,31.38,80415,117.448,7322,10.571
2680,31.748,84289,104.925,10711,11.474,31.38,84052,105.199,13263,9.768,34.309,86508,109.804,8477,9.184,27.196,113256,104.147,50208,29.762,31.38,80478,117.472,7322,10.571
2682,31.748,84353,104.948,10711,11.474,31.38,84115,105.222,13263,9.768,34.309,86576,109.829,8477,9.184,27.196,113310,104.168,50208,29.762,31.38,80541,117.495,7322,10.571
2684,31.748,84416,104.972,10711,11.474,31.38,84177,105.246,13263,9.768,34.309,86645,109.855,8477,9.184,27.196,113365,104.188,50208,29.762,31.38,80604,117.519,7322,10.571
2686,31.748,84480,104.996,10711,11.474,31.38,84240,105.269,13263,9.768,34.309,86714,109.88,8477,9.184,27.196,113419,104.208,50208,29.762,31.38,80666,117.542,7322,10.571
2688,31.748,84543,105.019,10711,11.474,31.38,84303,105.292,13263,9.768,34.309,86782,109.906,8477,9.184,27.196,113473,104.228,50208,29.762,31.38,80729,117.565,7322,10.571
2690,31.748,84607,105.043,10711,11.474,31.38,84366,105.316,13263,9.768,34.309,86851,109.932,8477,9.184,27.196,113528,104.249,50208,29.762,31.38,80792,117.589,7322,10.571
2692,31.748,84670,105.066,10711,11.474,31.38,84428,105.339,13263,9.768,34.309,86919,109.957,8477,9.184,27.196,113582,104.269,50208,29.762,31.38,80855,117.612,7322,10.571
2694,31.748,84734,105.09,10711,11.474,31.38,84491,105.362,13263,9.768,34.309,86988,109.982,8477,9.184,27.196,113637,104.289,50208,29.762,31.38,80917,117.635,7322,10.571
2696,31.748,84797,105.114,10711,11.474,31.38,84554,105.386,13263,9.768,34.309,87057,110.008,8477,9.184,27.196,113691,104.309,50208,29.762,31.38,80980,117.659,7322,10.571
2698,31.748,84861,105.137,10711,11.474,31.38,84617,105.409,13263,9.768,34.309,87125,110.033,8477,9.184,27.196,113745,104.329,50208,29.762,31.38,81043,117.682,7322,10.571
2700,31.748,84924,105.161,10711,11.474,31.38,84679,105.432,13263,9.768,34.309,87194,110.059,8477,9.184,27.196,113800,104.349,50208,29.762,31.38,81106,117.705,7322,10.571
2702,31.748,84988,105.184,10711,11.474,31.38,84742,105.455,13263,9.768,34.309,87263,110.084,8477,9.184,27.196,113854,104.37,50208,29.762,31.38,81168,117.728,7322,10.571
2704,31.748,85051,105.208,10711,11.474,31.38,84805,105.479,13263,9.768,34.309,87331,110.11,8477,9.184,27.196,113909,104.39,50208,29.762,31.38,81231,117.752,7322,10.571
2706,31.748,85115,105.231,10711,11.474,31.38,84868,105.502,13263,9.768,34.309,87400,110.135,8477,9.184,27.196,113963,104.41,50208,29.762,31.38,81294,117.775,7322,10.571
2708,31.748,85178,105.255,10711,11.474,31.38,84930,105.525,13263,9.768,34.309,87468,110.16,8477,9.184,27.196,114017,104.43,50208,29.762,31.38,81357,117.798,7322,10.571
2710,31.748,85242,105.278,10711,11.474,31.38,84993,105.548,13263,9.768,34.309,87537,110.186,8477,9.184,27.196,114072,104.45,50208,29.762,31.38,81419,117.821,7322,10.571
2712,31.748,85305,105.301,10711,11.474,31.38,85056,105.571,13263,9.768,34.309,87606,110.211,8477,9.184,27.196,114126,104.47,50208,29.762,31.38,81482,117.844,7322,10.571
2714,31.748,85369,105.325,10711,11.474,31.38,85119,105.594,13263,9.768,34.309,87674,110.236,8477,9.184,27.196,114180,104.49,50208,29.762,31.38,81545,117.867,7322,10.571
2716,31.748,85432,105.348,10711,11.474,31.38,85182,105.618,13263,9.768,34.309,87743,110.262,8477,9.184,27.196,114235,104.51,50208,29.762,31.38,81608,117.89,7322,10.571
2718,31.748,85496,105.372,10711,11.474,31.38,85244,105.641,13263,9.768,34.309,87811,110.287,8477,9.184,27.196,114289,104.53,50208,29.762,31.38,81670,117.914,7322,10.571
2720,31.748,85559,105.395,10711,11.474,31.38,85307,105.664,13263,9.768,34.309,87880,110.312,8477,9.184,27.196,114344,104.55,50208,29.762,31.38,81733,117.937,7322,10.571
2722,31.748,85623,105.418,10711,11.474,31.38,85370,105.687,13263,9.768,34.309,87949,110.337,8477,9.184,27.196,114398,104.57,50208,29.762,31.38,81796,117.96,7322,10.571
2724,31.748,85686,105.442,10711,11.474,31.38,85433,105.71,13263,9.768,34.309,88017,110.362,8477,9.184,27.196,114452,104.59,50208,29.762,31.38,81859,117.983,7322,10.571
2726,31.748,85750,105.465,10711,11.474,31.38,85495,105.733,13263,9.768,34.309,88086,110.388,8477,9.184,27.196,114507,104.61,50208,29.762,31.38,81921,118.006,7322,10.571
2728,31.748,85813,105.488,10711,11.474,31.38,85558,105.756,13263,9.768,34.309,88155,110.413,8477,9.184,27.196,114561,104.63,50208,29.762,31.38,81984,118.029,7322,10.571
2730,31.748,85877,105.511,10711,11.474,31.38,85621,105.779,13263,9.768,34.309,88223,110.438,8477,9.184,27.196,114616,104.65,50208,29.762,31.38,82047,118.052,7322,10.571
2732,31.748,85940,105.535,10711,11.474,31.38,85684,105.802,13263,9.768,34.309,88292,110.463,8477,9.184,27.196,114670,104.67,50208,29.762,31.38,82110,118.075,7322,10.571
2734,31.748,86004,105.558,10711,11.474,31.38,85746,105.825,13263,9.768,34.309,88360,110.488,8477,9.184,27.196,114724,104.69,50208,29.762,31.38,82173,118.098,7322,10.571
2736,31.748,86067,105.581,10711,11.474,31.38,85809,105.848,13263,9.768,34.309,88429,110.513,8477,9.184,27.196,114779,104.71,50208,29.762,31.38,82235,118.121,7322,10.571
2738,31.748,86131,105.604,10711,11.474,31.38,85872,105.871,13263,9.768,34.309,88498,110.538,8477,9.184,27.196,114833,104.73,50208,29.762,31.38,82298,118.144,7322,10.571
2740,31.748,86194,105.628,10711,11.474,31.38,85935,105.894,13263,9.768,34.309,88566,110.563,8477,9.184,27.196,114888,104.749,50208,29.762,31.38,82361,118.167,7322,10.571
2742,31.748,86258,105.651,10711,11.474,31.38,85997,105.916,13263,9.768,34.309,88635,110.588,8477,9.184,27.196,114942,104.769,50208,29.762,31.38,82424,118.189,7322,10.571
2744,31.748,86321,105.674,10711,11.474,31.38,86060,105.939,13263,9.768,34.309,88703,110.613,8477,9.184,27.196,114996,104.789,50208,29.762,31.38,82486,118.212,7322,10.571
2746,31.748,86385,105.697,10711,11.474,31.38,86123,105.962,13263,9.768,34.309,88772,110.638,8477,9.184,27.196,115051,104.809,50208,29.762,31.38,82549,118.235,7322,10.571
2748,31.748,86448,105.72,10711,11.474,31.38,86186,105.985,13263,9.768,34.309,88841,110.663,8477,9.184,27.196,115105,104.829,50208,29.762,31.38,82612,118.258,7322,10.571
2750,31.748,86512,105.743,10711,11.474,31.38,86248,106.008,13263,9.768,34.309,88909,110.688,8477,9.184,27.196,115160,104.849,50208,29.762,31.38,82675,118.281,7322,10.571
2752,31.748,86575,105.766,10711,11.474,31.38,86311,106.031,13263,9.768,34.309,88978,110.713,8477,9.184,27.196,115214,104.868,50208,29.762,31.38,82737,118.304,7322,10.571
2754,31.748,86639,105.789,10711,11.474,31.38,86374,106.054,13263,9.768,34.309,89047,110.738,8477,9.184,27.196,115268,104.888,50208,29.762,31.38,82800,118.326,7322,10.571
2756,31.748,86702,105.812,10711,11.474,31.38,86437,106.076,13263,9.768,34.309,89115,110.763,8477,9.184,27.196,115323,104.908,50208,29.762,31.38,82863,118.349,7322,10.571
2758,31.748,86766,105.835,10711,11.474,31.38,86499,106.099,13263,9.768,34.309,89184,110.788,8477,9.184,27.196,115377,104.928,50208,29.762,31.38,82926,118.372,7322,10.571
2760,31.748,86829,105.858,10711,11.474,31.38,86562,106.122,13263,9.768,34.309,89252,110.813,8477,9.184,27.196,115431,104.947,50208,29.762,31.38,82988,118.395,7322,10.571
2762,31.748,86893,105.881,10711,11.474,31.38,86625,106.145,13263,9.768,34.309,89321,110.838,8477,9.184,27.196,115486,104.967,50208,29.762,31.38,83051,118.417,7322,10.571
2764,31.748,86956,105.904,10711,11.474,31.38,86688,106.167,13263,9.768,34.309,89390,110.863,8477,9.184,27.196,115540,104.987,50208,29.762,31.38,83114,118.44,7322,10.571
2766,31.748,87020,105.927,10711,11.474,31.38,86751,106.19,13263,9.768,34.309,89458,110.887,8477,9.184,27.196,115595,105.006,50208,29.762,31.38,83177,118.463,7322,10.571
2768,31.748,87083,105.95,10711,11.474,31.38,86813,106.213,13263,9.768,34.309,89527,110.912,8477,9.184,27.196,115649,105.026,50208,29.762,31.38,83239,118.486,7322,10.571
2770,31.748,87147,105.973,10711,11.474,31.38,86876,106.235,13263,9.768,34.309,89596,110.937,8477,9.184,27.196,115703,105.046,50208,29.762,31.38,83302,118.508,7322,10.571
2772,31.748,87210,105.996,10711,11.474,31.38,86939,106.258,13263,9.768,34.309,89664,110.962,8477,9.184,27.196,115758,105.065,50208,29.762,31.38,83365,118.531,7322,10.571
2774,31.748,87273,106.019,10711,11.474,31.38,87002,106.281,13263,9.768,34.309,89733,110.986,8477,9.184,27.196,115812,105.085,50208,29.762,31.38,83428,118.554,7322,10.571
2776,31.748,87337,106.042,10711,11.474,31.38,87064,106.303,13263,9.768,34.309,89801,111.011,8477,9.184,27.196,115867,105.104,50208,29.762,31.38,83490,118.576,7322,10.571
2778,31.748,87400,106.065,10711,11.474,31.38,87127,106.326,13263,9.768,34.309,89870,111.036,8477,9.184,27.196,115921,105.124,50208,29.762,31.38,83553,118.599,7322,10.571
2780,31.748,87464,106.088,10711,11.474,31.38,87190,106.348,13263,9.768,34.309,89939,111.061,8477,9.184,27.196,115975,105.144,50208,29.762,31.38,83616,118.621,7322,10.571
2782,31.748,87527,106.111,10711,11.474,31.38,87253,106.371,13263,9.768,34.309,90007,111.085,8477,9.184,27.196,116030,105.163,50208,29.762,31.38,83679,118.644,7322,10.571
2784,31.748,87591,106.133,10711,11.474,31.38,87315,106.394,13263,9.768,34.309,90076,111.11,8477,9.184,27.196,116084,105.183,50208,29.762,31.38,83742,118.666,7322,10.571
2786,31.748,87654,106.156,10711,11.474,31.38,87378,106.416,13263,9.768,34.309,90144,111.135,8477,9.184,27.196,116139,105.202,50208,29.762,31.38,83804,118.689,7322,10.571
2788,31.748,87718,106.179,10711,11.474,31.38,87441,106.439,13263,9.768,34.309,90213,111.159,8477,9.184,27.196,116193,105.222,50208,29.762,31.38,83867,118.712,7322,10.571
2790,31.748,87781,106.202,10711,11.474,31.38,87504,106.461,13263,9.768,34.309,90282,111.184,8477,9.184,27.196,116247,105.241,50208,29.762,31.38,83930,118.734,7322,10.571
2792,31.748,87845,106.224,10711,11.474,31.38,87566,106.484,13263,9.768,34.309,90350,111.208,8477,9.184,27.196,116302,105.261,50208,29.762,31.38,83993,118.756,7322,10.571
2794,31.748,87908,106.247,10711,11.474,31.38,87629,106.506,13263,9.768,34.309,90419,111.233,8477,9.184,27.196,116356,105.28,50208,29.762,31.38,84055,118.779,7322,10.571
2796,31.748,87972,106.27,10711,11.474,31.38,87692,106.528,13263,9.768,34.309,90488,111.257,8477,9.184,27.196,116411,105.3,50208,29.762,31.38,84118,118.801,7322,10.571
2798,31.748,88035,106.293,10711,11.474,31.38,87755,106.551,13263,9.768,34.309,90556,111.282,8477,9.184,27.196,116465,105.319,50208,29.762,31.38,84181,118.824,7322,10.571
2800,31.748,88099,106.315,10711,11.474,31.38,87817,106.573,13263,9.768,34.309,90625,111.307,8477,9.184,27.196,116519,105.339,50208,29.762,31.38,84244,118.846,7322,10.571
2802,31.748,88162,106.338,10711,11.474,31.38,87880,106.596,13263,9.768,34.309,90693,111.331,8477,9.184,27.196,116574,105.358,50208,29.762,31.38,84306,118.869,7322,10.571
2804,31.748,88226,106.361,10711,11.474,31.38,87943,106.618,13263,9.768,34.309,90762,111.356,8477,9.184,27.196,116628,105.377,50208,29.762,31.38,84369,118.891,7322,10.571
2806,31.748,88289,106.383,10711,11.474,31.38,88006,106.641,13263,9.768,34.309,90831,111.38,8477,9.184,27.196,116682,105.397,50208,29.762,31.38,84432,118.913,7322,10.571
2808,31.748,88353,106.406,10711,11.474,31.38,88068,106.663,13263,9.768,34.309,90899,111.404,8477,9.184,27.196,116737,105.416,50208,29.762,31.38,84495,118.936,7322,10.571
2810,31.748,88416,106.428,10711,11.474,31.38,88131,106.685,13263,9.768,34.309,90968,111.429,8477,9.184,27.196,116791,105.435,50208,29.762,31.38,84557,118.958,7322,10.571
2812,31.748,88480,106.451,10711,11.474,31.38,88194,106.708,13263,9.768,34.309,91036,111.453,8477,9.184,27.196,116846,105.455,50208,29.762,31.38,84620,118.98,7322,10.571
2814,31.748,88543,106.474,10711,11.474,31.38,88257,106.73,13263,9.768,34.309,91105,111.478,8477,9.184,27.196,116900,105.474,50208,29.762,31.38,84683,119.003,7322,10.571
2816,31.748,88607,106.496,10711,11.474,31.38,88320,106.752,13263,9.768,34.309,91174,111.502,8477,9.184,27.196,116954,105.494,50208,29.762,31.38,84746,119.025,7322,10.571
2818,31.748,88670,106.519,10711,11.474,31.38,88382,106.774,13263,9.768,34.309,91242,111.526,8477,9.184,27.196,117009,105.513,50208,29.762,31.38,84808,119.047,7322,10.571
2820,31.748,88734,106.541,10711,11.474,31.38,88445,106.797,13263,9.768,34.309,91311,111.551,8477,9.184,27.196,117063,105.532,50208,29.762,31.38,84871,119.07,7322,10.571
2822,31.748,88797,106.564,10711,11.474,31.38,88508,106.819,13263,9.768,34.309,91380,111.575,8477,9.184,27.196,117118,105.551,50208,29.762,31.38,84934,119.092,7322,10.571
2824,31.748,88861,106.586,10711,11.474,31.38,88571,106.841,13263,9.768,34.309,91448,111.599,8477,9.184,27.196,117172,105.571,50208,29.762,31.38,84997,119.114,7322,10.571
2826,31.748,88924,106.609,10711,11.474,31.38,88633,106.863,13263,9.768,34.309,91517,111.624,8477,9.184,27.196,117226,105.59,50208,29.762,31.38,85059,119.136,7322,10.571
2828,31.748,88988,106.631,10711,11.474,31.38,88696,106.886,13263,9.768,34.309,91585,111.648,8477,9.184,27.196,117281,105.609,50208,29.762,31.38,85122,119.159,7322,10.571
2830,31.748,89051,106.654,10711,11.474,31.38,88759,106.908,13263,9.768,34.309,91654,111.672,8477,9.184,27.196,117335,105.628,50208,29.762,31.38,85185,119.181,7322,10.571
2832,31.748,89115,106.676,10711,11.474,31.38,88822,106.93,13263,9.768,34.309,91723,111.696,8477,9.184,27.196,117390,105.648,50208,29.762,31.38,85248,119.203,7322,10.571
2834,31.748,89178,106.698,10711,11.474,31.38,88884,106.952,13263,9.768,34.309,91791,111.721,8477,9.184,27.196,117444,105.667,50208,29.762,31.38,85311,119.225,7322,10.571
2836,31.748,89242,106.721,10711,11.474,31.38,88947,106.974,13263,9.768,34.309,91860,111.745,8477,9.184,27.196,117498,105.686,50208,29.762,31.38,85373,119.247,7322,10.571
2838,31.748,89305,106.743,10711,11.474,31.38,89010,106.996,13263,9.768,34.309,91929,111.769,8477,9.184,27.196,117553,105.705,50208,29.762,31.38,85436,119.269,7322,10.571
2840,31.748,89369,106.766,10711,11.474,31.38,89073,107.018,13263,9.768,34.309,91997,111.793,8477,9.184,27.196,117607,105.724,50208,29.762,31.38,85499,119.291,7322,10.571
2842,31.748,89432,106.788,10711,11.474,31.38,89135,107.041,13263,9.768,34.309,92066,111.817,8477,9.184,27.196,117662,105.743,50208,29.762,31.38,85562,119.313,7322,10.571
2844,31.748,89496,106.81,10711,11.474,31.38,89198,107.063,13263,9.768,34.309,92134,111.841,8477,9.184,27.196,117716,105.763,50208,29.762,31.38,85624,119.336,7322,10.571
2846,31.748,89559,106.833,10711,11.474,31.38,89261,107.085,13263,9.768,34.309,92203,111.866,8477,9.184,27.196,117770,105.782,50208,29.762,31.38,85687,119.358,7322,10.571
2848,31.748,89623,106.855,10711,11.474,31.38,89324,107.107,13263,9.768,34.309,92272,111.89,8477,9.184,27.196,117825,105.801,50208,29.762,31.38,85750,119.38,7322,10.571
2850,31.748,89686,106.877,10711,11.474,31.38,89386,107.129,13263,9.768,34.309,92340,111.914,8477,9.184,27.196,117879,105.82,50208,29.762,31.38,85813,119.402,7322,10.571
2852,31.748,89750,106.899,10711,11.474,31.38,89449,107.151,13263,9.768,34.309,92409,111.938,8477,9.184,27.196,117934,105.839,50208,29.762,31.38,85875,119.424,7322,10.571
2854,31.748,89813,106.922,10711,11.474,31.38,89512,107.173,13263,9.768,34.309,92477,111.962,8477,9.184,27.196,117988,105.858,50208,29.762,31.38,85938,119.446,7322,10.571
