T(K),Al_Cp,Al_H,Al_S,Al_Hfus,Al_Sfus,Cu_Cp,Cu_H,Cu_S,Cu_Hfus,Cu_Sfus,Mg_Cp,Mg_H,Mg_S,Mg_Hfus,Mg_Sfus,Si_Cp,Si_H,Si_S,Si_Hfus,Si_Sfus,Zn_Cp,Zn_H,Zn_S,Zn_Hfus,Zn_Sfus
1680,31.748,52541,90.097,10711,11.474,31.38,52672,90.544,13263,9.768,34.309,52199,93.781,8477,9.184,29.194,35838,61.676,50208,29.762,31.38,49098,102.817,7322,10.571
1682,31.748,52604,90.135,10711,11.474,31.38,52735,90.581,13263,9.768,34.309,52268,93.822,8477,9.184,29.202,35896,61.711,50208,29.762,31.38,49161,102.854,7322,10.571
1684,31.748,52668,90.173,10711,11.474,31.38,52797,90.618,13263,9.768,34.309,52336,93.862,8477,9.184,29.21,35955,61.746,50208,29.762,31.38,49224,102.891,7322,10.571
1686,31.748,52731,90.211,10711,11.474,31.38,52860,90.655,13263,9.768,34.309,52405,93.903,8477,9.184,29.218,36013,61.78,50208,29.762,31.38,49286,102.928,7322,10.571
1688,31.748,52795,90.248,10711,11.474,31.38,52923,90.693,13263,9.768,34.309,52473,93.944,8477,9.184,27.196,86277,91.575,50208,29.762,31.38,49349,102.966,7322,10.571
1690,31.748,52858,90.286,10711,11.474,31.38,52986,90.73,13263,9.768,34.309,52542,93.984,8477,9.184,27.196,86332,91.608,50208,29.762,31.38,49412,103.003,7322,10.571
1692,31.748,52922,90.323,10711,11.474,31.38,53048,90.767,13263,9.768,34.309,52611,94.025,8477,9.184,27.196,86386,91.64,50208,29.762,31.38,49475,103.04,7322,10.571
1694,31.748,52985,90.361,10711,11.474,31.38,53111,90.804,13263,9.768,34.309,52679,94.065,8477,9.184,27.196,86441,91.672,50208,29.762,31.38,49537,103.077,7322,10.571
1696,31.748,53049,90.398,10711,11.474,31.38,53174,90.841,13263,9.768,34.309,52748,94.106,8477,9.184,27.196,86495,91.704,50208,29.762,31.38,49600,103.114,7322,10.571
1698,31.748,53112,90.436,10711,11.474,31.38,53237,90.878,13263,9.768,34.309,52816,94.146,8477,9.184,27.196,86549,91.736,50208,29.762,31.38,49663,103.151,7322,10.571
1700,31.748,53176,90.473,10711,11.474,31.38,53299,90.915,13263,9.768,34.309,52885,94.187,8477,9.184,27.196,86604,91.768,50208,29.762,31.38,49726,103.188,7322,10.571
1702,31.748,53239,90.511,10711,11.474,31.38,53362,90.952,13263,9.768,34.309,52954,94.227,8477,9.184,27.196,86658,91.8,50208,29.762,31.38,49788,103.225,7322,10.571
1704,31.748,53303,90.548,10711,11.474,31.38,53425,90.989,13263,9.768,34.309,53022,94.267,8477,9.184,27.196,86713,91.832,50208,29.762,31.38,49851,103.262,7322,10.571
1706,31.748,53366,90.585,10711,11.474,31.38,53488,91.026,13263,9.768,34.309,53091,94.308,8477,9.184,27.196,86767,91.864,50208,29.762,31.38,49914,103.298,7322,10.571
1708,31.748,53430,90.622,10711,11.474,31.38,53550,91.062,13263,9.768,34.309,53160,94.348,8477,9.184,27.196,86821,91.896,50208,29.762,31.38,49977,103.335,7322,10.571
1710,31.748,53493,90.659,10711,11.474,31.38,53613,91.099,13263,9.768,34.309,53228,94.388,8477,9.184,27.196,86876,91.927,50208,29.762,31.38,50039,103.372,7322,10.571
1712,31.748,53557,90.697,10711,11.474,31.38,53676,91.136,13263,9.768,34.309,53297,94.428,8477,9.184,27.196,86930,91.959,50208,29.762,31.38,50102,103.409,7322,10.571
1714,31.748,53620,90.734,10711,11.474,31.38,53739,91.172,13263,9.768,34.309,53365,94.468,8477,9.184,27.196,86984,91.991,50208,29.762,31.38,50165,103.445,7322,10.571
1716,31.748,53684,90.771,10711,11.474,31.38,53802,91.209,13263,9.768,34.309,53434,94.508,8477,9.184,27.196,87039,92.023,50208,29.762,31.38,50228,103.482,7322,10.571
1718,31.748,53747,90.808,10711,11.474,31.38,53864,91.246,13263,9.768,34.309,53503,94.548,8477,9.184,27.196,87093,92.054,50208,29.762,31.38,50290,103.518,7322,10.571
1720,31.748,53811,90.845,10711,11.474,31.38,53927,91.282,13263,9.768,34.309,53571,94.588,8477,9.184,27.196,87148,92.086,50208,29.762,31.38,50353,103.555,7322,10.571
1722,31.748,53874,90.881,10711,11.474,31.38,53990,91.318,13263,9.768,34.309,53640,94.628,8477,9.184,27.196,87202,92.118,50208,29.762,31.38,50416,103.591,7322,10.571
1724,31.748,53938,90.918,10711,11.474,31.38,54053,91.355,13263,9.768,34.309,53709,94.668,8477,9.184,27.196,87256,92.149,50208,29.762,31.38,50479,103.628,7322,10.571
1726,31.748,54001,90.955,10711,11.474,31.38,54115,91.391,13263,9.768,34.309,53777,94.708,8477,9.184,27.196,87311,92.181,50208,29.762,31.38,50541,103.664,7322,10.571
1728,31.748,54065,90.992,10711,11.474,31.38,54178,91.428,13263,9.768,34.309,53846,94.747,8477,9.184,27.196,87365,92.212,50208,29.762,31.38,50604,103.701,7322,10.571
1730,31.748,54128,91.029,10711,11.474,31.38,54241,91.464,13263,9.768,34.309,53914,94.787,8477,9.184,27.196,87420,92.244,50208,29.762,31.38,50667,103.737,7322,10.571
1732,31.748,54192,91.065,10711,11.474,31.38,54304,91.5,13263,9.768,34.309,53983,94.827,8477,9.184,27.196,87474,92.275,50208,29.762,31.38,50730,103.773,7322,10.571
1734,31.748,54255,91.102,10711,11.474,31.38,54366,91.536,13263,9.768,34.309,54052,94.866,8477,9.184,27.196,87528,92.307,50208,29.762,31.38,50793,103.809,7322,10.571
1736,31.748,54319,91.139,10711,11.474,31.38,54429,91.573,13263,9.768,34.309,54120,94.906,8477,9.184,27.196,87583,92.338,50208,29.762,31.38,50855,103.846,7322,10.571
1738,31.748,54382,91.175,10711,11.474,31.38,54492,91.609,13263,9.768,34.309,54189,94.945,8477,9.184,27.196,87637,92.369,50208,29.762,31.38,50918,103.882,7322,10.571
1740,31.748,54446,91.212,10711,11.474,31.38,54555,91.645,13263,9.768,34.309,54257,94.985,8477,9.184,27.196,87692,92.4,50208,29.762,31.38,50981,103.918,7322,10.571
1742,31.748,54509,91.248,10711,11.474,31.38,54617,91.681,13263,9.768,34.309,54326,95.024,8477,9.184,27.196,87746,92.432,50208,29.762,31.38,51044,103.954,7322,10.571
1744,31.748,54573,91.284,10711,11.474,31.38,54680,91.717,13263,9.768,34.309,54395,95.063,8477,9.184,27.196,87800,92.463,50208,29.762,31.38,51106,103.99,7322,10.571
1746,31.748,54636,91.321,10711,11.474,31.38,54743,91.753,13263,9.768,34.309,54463,95.103,8477,9.184,27.196,87855,92.494,50208,29.762,31.38,51169,104.026,7322,10.571
1748,31.748,54700,91.357,10711,11.474,31.38,54806,91.789,13263,9.768,34.309,54532,95.142,8477,9.184,27.196,87909,92.525,50208,29.762,31.38,51232,104.062,7322,10.571
1750,31.748,54763,91.394,10711,11.474,31.38,54868,91.825,13263,9.768,34.309,54601,95.181,8477,9.184,27.196,87964,92.556,50208,29.762,31.38,51295,104.098,7322,10.571
1752,31.748,54827,91.43,10711,11.474,31.38,54931,91.86,13263,9.768,34.309,54669,95.22,8477,9.184,27.196,88018,92.587,50208,29.762,31.38,51357,104.133,7322,10.571
1754,31.748,54890,91.466,10711,11.474,31.38,54994,91.896,13263,9.768,34.309,54738,95.26,8477,9.184,27.196,88072,92.618,50208,29.762,31.38,51420,104.169,7322,10.571
1756,31.748,54954,91.502,10711,11.474,31.38,55057,91.932,13263,9.768,34.309,54806,95.299,8477,9.184,27.196,88127,92.649,50208,29.762,31.38,51483,104.205,7322,10.571
1758,31.748,55017,91.538,10711,11.474,31.38,55119,91.968,13263,9.768,34.309,54875,95.338,8477,9.184,27.196,88181,92.68,50208,29.762,31.38,51546,104.241,7322,10.571
1760,31.748,55081,91.574,10711,11.474,31.38,55182,92.003,13263,9.768,34.309,54944,95.377,8477,9.184,27.196,88235,92.711,50208,29.762,31.38,51608,104.276,7322,10.571
1762,31.748,55144,91.61,10711,11.474,31.38,55245,92.039,13263,9.768,34.309,55012,95.416,8477,9.184,27.196,88290,92.742,50208,29.762,31.38,51671,104.312,7322,10.571
1764,31.748,55208,91.646,10711,11.474,31.38,55308,92.075,13263,9.768,34.309,55081,95.455,8477,9.184,27.196,88344,92.773,50208,29.762,31.38,51734,104.348,7322,10.571
1766,31.748,55271,91.682,10711,11.474,31.38,55371,92.11,13263,9.768,34.309,55149,95.494,8477,9.184,27.196,88399,92.804,50208,29.762,31.38,51797,104.383,7322,10.571
1768,31.748,55335,91.718,10711,11.474,31.38,55433,92.146,13263,9.768,34.309,55218,95.532,8477,9.184,27.196,88453,92.835,50208,29.762,31.38,51859,104.419,7322,10.571
1770,31.748,55398,91.754,10711,11.474,31.38,55496,92.181,13263,9.768,34.309,55287,95.571,8477,9.184,27.196,88507,92.865,50208,29.762,31.38,51922,104.454,7322,10.571
1772,31.748,55462,91.79,10711,11.474,31.38,55559,92.217,13263,9.768,34.309,55355,95.61,8477,9.184,27.196,88562,92.896,50208,29.762,31.38,51985,104.49,7322,10.571
1774,31.748,55525,91.826,10711,11.474,31.38,55622,92.252,13263,9.768,34.309,55424,95.649,8477,9.184,27.196,88616,92.927,50208,29.762,31.38,52048,104.525,7322,10.571
1776,31.748,55589,91.862,10711,11.474,31.38,55684,92.287,13263,9.768,34.309,55493,95.687,8477,9.184,27.196,88671,92.957,50208,29.762,31.38,52110,104.56,7322,10.571
1778,31.748,55652,91.897,10711,11.474,31.38,55747,92.323,13263,9.768,34.309,55561,95.726,8477,9.184,27.196,88725,92.988,50208,29.762,31.38,52173,104.596,7322,10.571
1780,31.748,55716,91.933,10711,11.474,31.38,55810,92.358,13263,9.768,34.309,55630,95.764,8477,9.184,27.196,88779,93.019,50208,29.762,31.38,52236,104.631,7322,10.571
1782,31.748,55779,91.969,10711,11.474,31.38,55873,92.393,13263,9.768,34.309,55698,95.803,8477,9.184,27.196,88834,93.049,50208,29.762,31.38,52299,104.666,7322,10.571
1784,31.748,55843,92.004,10711,11.474,31.38,55935,92.428,13263,9.768,34.309,55767,95.841,8477,9.184,27.196,88888,93.08,50208,29.762,31.38,52362,104.701,7322,10.571
1786,31.748,55906,92.04,10711,11.474,31.38,55998,92.464,13263,9.768,34.309,55836,95.88,8477,9.184,27.196,88943,93.11,50208,29.762,31.38,52424,104.737,7322,10.571
1788,31.748,55970,92.076,10711,11.474,31.38,56061,92.499,13263,9.768,34.309,55904,95.918,8477,9.184,27.196,88997,93.141,50208,29.762,31.38,52487,104.772,7322,10.571
1790,31.748,56033,92.111,10711,11.474,31.38,56124,92.534,13263,9.768,34.309,55973,95.957,8477,9.184,27.196,89051,93.171,50208,29.762,31.38,52550,104.807,7322,10.571
1792,31.748,56097,92.146,10711,11.474,31.38,56186,92.569,13263,9.768,34.309,56042,95.995,8477,9.184,27.196,89106,93.201,50208,29.762,31.38,52613,104.842,7322,10.571
1794,31.748,56160,92.182,10711,11.474,31.38,56249,92.604,13263,9.768,34.309,56110,96.033,8477,9.184,27.196,89160,93.232,50208,29.762,31.38,52675,104.877,7322,10.571
1796,31.748,56224,92.217,10711,11.474,31.38,56312,92.639,13263,9.768,34.309,56179,96.071,8477,9.184,27.196,89215,93.262,50208,29.762,31.38,52738,104.912,7322,10.571
1798,31.748,56287,92.253,10711,11.474,31.38,56375,92.674,13263,9.768,34.309,56247,96.11,8477,9.184,27.196,89269,93.292,50208,29.762,31.38,52801,104.947,7322,10.571
1800,31.748,56351,92.288,10711,11.474,31.38,56437,92.709,13263,9.768,34.309,56316,96.148,8477,9.184,27.196,89323,93.322,50208,29.762,31.38,52864,104.982,7322,10.571
1802,31.748,56414,92.323,10711,11.474,31.38,56500,92.743,13263,9.768,34.309,56385,96.186,8477,9.184,27.196,89378,93.353,50208,29.762,31.38,52926,105.016,7322,10.571
1804,31.748,56478,92.358,10711,11.474,31.38,56563,92.778,13263,9.768,34.309,56453,96.224,8477,9.184,27.196,89432,93.383,50208,29.762,31.38,52989,105.051,7322,10.571
1806,31.748,56541,92.394,10711,11.474,31.38,56626,92.813,13263,9.768,34.309,56522,96.262,8477,9.184,27.196,89486,93.413,50208,29.762,31.38,53052,105.086,7322,10.571
1808,31.748,56605,92.429,10711,11.474,31.38,56688,92.848,13263,9.768,34.309,56590,96.3,8477,9.184,27.196,89541,93.443,50208,29.762,31.38,53115,105.121,7322,10.571
1810,31.748,56668,92.464,10711,11.474,31.38,56751,92.882,13263,9.768,34.309,56659,96.338,8477,9.184,27.196,89595,93.473,50208,29.762,31.38,53177,105.155,7322,10.571
1812,31.748,56732,92.499,10711,11.474,31.38,56814,92.917,13263,9.768,34.309,56728,96.376,8477,9.184,27.196,89650,93.503,50208,29.762,31.38,53240,105.19,7322,10.571
1814,31.748,56795,92.534,10711,11.474,31.38,56877,92.952,13263,9.768,34.309,56796,96.414,8477,9.184,27.196,89704,93.533,50208,29.762,31.38,53303,105.225,7322,10.571
1816,31.748,56859,92.569,10711,11.474,31.38,56940,92.986,13263,9.768,34.309,56865,96.451,8477,9.184,27.196,89758,93.563,50208,29.762,31.38,53366,105.259,7322,10.571
1818,31.748,56922,92.604,10711,11.474,31.38,57002,93.021,13263,9.768,34.309,56934,96.489,8477,9.184,27.196,89813,93.593,50208,29.762,31.38,53428,105.294,7322,10.571
1820,31.748,56986,92.639,10711,11.474,31.38,57065,93.055,13263,9.768,34.309,57002,96.527,8477,9.184,27.196,89867,93.623,50208,29.762,31.38,53491,105.328,7322,10.571
1822,31.748,57049,92.674,10711,11.474,31.38,57128,93.09,13263,9.768,34.309,57071,96.565,8477,9.184,27.196,89922,93.653,50208,29.762,31.38,53554,105.363,7322,10.571
1824,31.748,57113,92.708,10711,11.474,31.38,57191,93.124,13263,9.768,34.309,57139,96.602,8477,9.184,27.196,89976,93.683,50208,29.762,31.38,53617,105.397,7322,10.571
1826,31.748,57176,92.743,10711,11.474,31.38,57253,93.159,13263,9.768,34.309,57208,96.64,8477,9.184,27.196,90030,93.712,50208,29.762,31.38,53679,105.432,7322,10.571
1828,31.748,57240,92.778,10711,11.474,31.38,57316,93.193,13263,9.768,34.309,57277,96.677,8477,9.184,27.196,90085,93.742,50208,29.762,31.38,53742,105.466,7322,10.571
1830,31.748,57303,92.813,10711,11.474,31.38,57379,93.227,13263,9.768,34.309,57345,96.715,8477,9.184,27.196,90139,93.772,50208,29.762,31.38,53805,105.5,7322,10.571
1832,31.748,57367,92.847,10711,11.474,31.38,57442,93.262,13263,9.768,34.309,57414,96.752,8477,9.184,27.196,90194,93.802,50208,29.762,31.38,53868,105.535,7322,10.571
1834,31.748,57430,92.882,10711,11.474,31.38,57504,93.296,13263,9.768,34.309,57482,96.79,8477,9.184,27.196,90248,93.831,50208,29.762,31.38,53931,105.569,7322,10.571
1836,31.748,57494,92.917,10711,11.474,31.38,57567,93.33,13263,9.768,34.309,57551,96.827,8477,9.184,27.196,90302,93.861,50208,29.762,31.38,53993,105.603,7322,10.571
1838,31.748,57557,92.951,10711,11.474,31.38,57630,93.364,13263,9.768,34.309,57620,96.865,8477,9.184,27.196,90357,93.891,50208,29.762,31.38,54056,105.637,7322,10.571
1840,31.748,57621,92.986,10711,11.474,31.38,57693,93.398,13263,9.768,34.309,57688,96.902,8477,9.184,27.196,90411,93.92,50208,29.762,31.38,54119,105.671,7322,10.571
1842,31.748,57684,93.02,10711,11.474,31.38,57755,93.432,13263,9.768,34.309,57757,96.939,8477,9.184,27.196,90466,93.95,50208,29.762,31.38,54182,105.705,7322,10.571
1844,31.748,57748,93.055,10711,11.474,31.38,57818,93.466,13263,9.768,34.309,57826,96.976,8477,9.184,27.196,90520,93.979,50208,29.762,31.38,54244,105.739,7322,10.571
1846,31.748,57811,93.089,10711,11.474,31.38,57881,93.5,13263,9.768,34.309,57894,97.014,8477,9.184,27.196,90574,94.009,50208,29.762,31.38,54307,105.773,7322,10.571
1848,31.748,57875,93.123,10711,11.474,31.38,57944,93.534,13263,9.768,34.309,57963,97.051,8477,9.184,27.196,90629,94.038,50208,29.762,31.38,54370,105.807,7322,10.571
1850,31.748,57938,93.158,10711,11.474,31.38,58006,93.568,13263,9.768,34.309,58031,97.088,8477,9.184,27.196,90683,94.068,50208,29.762,31.38,54433,105.841,7322,10.571
1852,31.748,58002,93.192,10711,11.474,31.38,58069,93.602,13263,9.768,34.309,58100,97.125,8477,9.184,27.196,90738,94.097,50208,29.762,31.38,54495,105.875,7322,10.571
1854,31.748,58065,93.226,10711,11.474,31.38,58132,93.636,13263,9.768,34.309,58169,97.162,8477,9.184,27.196,90792,94.126,50208,29.762,31.38,54558,105.909,7322,10.571
1856,31.748,58129,93.261,10711,11.474,31.38,58195,93.67,13263,9.768,34.309,58237,97.199,8477,9.184,27.196,90846,94.156,50208,29.762,31.38,54621,105.943,7322,10.571
1858,31.748,58192,93.295,10711,11.474,31.38,58257,93.704,13263,9.768,34.309,58306,97.236,8477,9.184,27.196,90901,94.185,50208,29.762,31.38,54684,105.977,7322,10.571
1860,31.748,58256,93.329,10711,11.474,31.38,58320,93.738,13263,9.768,34.309,58374,97.273,8477,9.184,27.196,90955,94.214,50208,29.762,31.38,54746,106.011,7322,10.571
1862,31.748,58319,93.363,10711,11.474,31.38,58383,93.771,13263,9.768,34.309,58443,97.31,8477,9.184,27.196,91009,94.243,50208,29.762,31.38,54809,106.044,7322,10.571
1864,31.748,58383,93.397,10711,11.474,31.38,58446,93.805,13263,9.768,34.309,58512,97.346,8477,9.184,27.196,91064,94.273,50208,29.762,31.38,54872,106.078,7322,10.571
1866,31.748,58446,93.431,10711,11.474,31.38,58509,93.839,13263,9.768,34.309,58580,97.383,8477,9.184,27.196,91118,94.302,50208,29.762,31.38,54935,106.112,7322,10.571
1868,31.748,58510,93.465,10711,11.474,31.38,58571,93.872,13263,9.768,34.309,58649,97.42,8477,9.184,27.196,91173,94.331,50208,29.762,31.38,54997,106.145,7322,10.571
1870,31.748,58573,93.499,10711,11.474,31.38,58634,93.906,13263,9.768,34.309,58718,97.457,8477,9.184,27.196,91227,94.36,50208,29.762,31.38,55060,106.179,7322,10.571
1872,31.748,58637,93.533,10711,11.474,31.38,58697,93.939,13263,9.768,34.309,58786,97.493,8477,9.184,27.196,91281,94.389,50208,29.762,31.38,55123,106.212,7322,10.571
1874,31.748,58700,93.567,10711,11.474,31.38,58760,93.973,13263,9.768,34.309,58855,97.53,8477,9.184,27.196,91336,94.418,50208,29.762,31.38,55186,106.246,7322,10.571
1876,31.748,58764,93.601,10711,11.474,31.38,58822,94.006,13263,9.768,34.309,58923,97.567,8477,9.184,27.196,91390,94.447,50208,29.762,31.38,55248,106.279,7322,10.571
1878,31.748,58827,93.635,10711,11.474,31.38,58885,94.04,13263,9.768,34.309,58992,97.603,8477,9.184,27.196,91445,94.476,50208,29.762,31.38,55311,106.313,7322,10.571
1880,31.748,58891,93.668,10711,11.474,31.38,58948,94.073,13263,9.768,34.309,59061,97.64,8477,9.184,27.196,91499,94.505,50208,29.762,31.38,55374,106.346,7322,10.571
1882,31.748,58954,93.702,10711,11.474,31.38,59011,94.107,13263,9.768,34.309,59129,97.676,8477,9.184,27.196,91553,94.534,50208,29.762,31.38,55437,106.379,7322,10.571
1884,31.748,59018,93.736,10711,11.474,31.38,59073,94.14,13263,9.768,34.309,59198,97.713,8477,9.184,27.196,91608,94.563,50208,29.762,31.38,55500,106.413,7322,10.571
1886,31.748,59081,93.77,10711,11.474,31.38,59136,94.173,13263,9.768,34.309,59267,97.749,8477,9.184,27.196,91662,94.592,50208,29.762,31.38,55562,106.446,7322,10.571
1888,31.748,59145,93.803,10711,11.474,31.38,59199,94.206,13263,9.768,34.309,59335,97.785,8477,9.184,27.196,91717,94.621,50208,29.762,31.38,55625,106.479,7322,10.571
1890,31.748,59208,93.837,10711,11.474,31.38,59262,94.24,13263,9.768,34.309,59404,97.822,8477,9.184,27.196,91771,94.649,50208,29.762,31.38,55688,106.513,7322,10.571
1892,31.748,59272,93.87,10711,11.474,31.38,59324,94.273,13263,9.768,34.309,59472,97.858,8477,9.184,27.196,91825,94.678,50208,29.762,31.38,55751,106.546,7322,10.571
1894,31.748,59335,93.904,10711,11.474,31.38,59387,94.306,13263,9.768,34.309,59541,97.894,8477,9.184,27.196,91880,94.707,50208,29.762,31.38,55813,106.579,7322,10.571
1896,31.748,59399,93.938,10711,11.474,31.38,59450,94.339,13263,9.768,34.309,59610,97.93,8477,9.184,27.196,91934,94.736,50208,29.762,31.38,55876,106.612,7322,10.571
1898,31.748,59462,93.971,10711,11.474,31.38,59513,94.372,13263,9.768,34.309,59678,97.967,8477,9.184,27.196,91989,94.764,50208,29.762,31.38,55939,106.645,7322,10.571
1900,31.748,59526,94.004,10711,11.474,31.38,59575,94.405,13263,9.768,34.309,59747,98.003,8477,9.184,27.196,92043,94.793,50208,29.762,31.38,56002,106.678,7322,10.571
1902,31.748,59589,94.038,10711,11.474,31.38,59638,94.438,13263,9.768,34.309,59815,98.039,8477,9.184,27.196,92097,94.821,50208,29.762,31.38,56064,106.711,7322,10.571
1904,31.748,59653,94.071,10711,11.474,31.38,59701,94.471,13263,9.768,34.309,59884,98.075,8477,9.184,27.196,92152,94.85,50208,29.762,31.38,56127,106.744,7322,10.571
1906,31.748,59716,94.105,10711,11.474,31.38,59764,94.504,13263,9.768,34.309,59953,98.111,8477,9.184,27.196,92206,94.879,50208,29.762,31.38,56190,106.777,7322,10.571
1908,31.748,59780,94.138,10711,11.474,31.38,59826,94.537,13263,9.768,34.309,60021,98.147,8477,9.184,27.196,92260,94.907,50208,29.762,31.38,56253,106.81,7322,10.571
1910,31.748,59843,94.171,10711,11.474,31.38,59889,94.57,13263,9.768,34.309,60090,98.183,8477,9.184,27.196,92315,94.936,50208,29.762,31.38,56315,106.843,7322,10.571
1912,31.748,59907,94.204,10711,11.474,31.38,59952,94.603,13263,9.768,34.309,60159,98.219,8477,9.184,27.196,92369,94.964,50208,29.762,31.38,56378,106.876,7322,10.571
1914,31.748,59970,94.238,10711,11.474,31.38,60015,94.636,13263,9.768,34.309,60227,98.255,8477,9.184,27.196,92424,94.993,50208,29.762,31.38,56441,106.909,7322,10.571
1916,31.748,60034,94.271,10711,11.474,31.38,60078,94.668,13263,9.768,34.309,60296,98.29,8477,9.184,27.196,92478,95.021,50208,29.762,31.38,56504,106.941,7322,10.571
1918,31.748,60097,94.304,10711,11.474,31.38,60140,94.701,13263,9.768,34.309,60364,98.326,8477,9.184,27.196,92532,95.049,50208,29.762,31.38,56566,106.974,7322,10.571
1920,31.748,60161,94.337,10711,11.474,31.38,60203,94.734,13263,9.768,34.309,60433,98.362,8477,9.184,27.196,92587,95.078,50208,29.762,31.38,56629,107.007,7322,10.571
1922,31.748,60224,94.37,10711,11.474,31.38,60266,94.767,13263,9.768,34.309,60502,98.398,8477,9.184,27.196,92641,95.106,50208,29.762,31.38,56692,107.039,7322,10.571
1924,31.748,60288,94.403,10711,11.474,31.38,60329,94.799,13263,9.768,34.309,60570,98.433,8477,9.184,27.196,92696,95.134,50208,29.762,31.38,56755,107.072,7322,10.571
1926,31.748,60351,94.436,10711,11.474,31.38,60391,94.832,13263,9.768,34.309,60639,98.469,8477,9.184,27.196,92750,95.163,50208,29.762,31.38,56817,107.105,7322,10.571
1928,31.748,60415,94.469,10711,11.474,31.38,60454,94.864,13263,9.768,34.309,60707,98.505,8477,9.184,27.196,92804,95.191,50208,29.762,31.38,56880,107.137,7322,10.571
1930,31.748,60478,94.502,10711,11.474,31.38,60517,94.897,13263,9.768,34.309,60776,98.54,8477,9.184,27.196,92859,95.219,50208,29.762,31.38,56943,107.17,7322,10.571
1932,31.748,60542,94.535,10711,11.474,31.38,60580,94.929,13263,9.768,34.309,60845,98.576,8477,9.184,27.196,92913,95.247,50208,29.762,31.38,57006,107.202,7322,10.571
1934,31.748,60605,94.568,10711,11.474,31.38,60642,94.962,13263,9.768,34.309,60913,98.611,8477,9.184,27.196,92968,95.275,50208,29.762,31.38,57069,107.235,7322,10.571
1936,31.748,60669,94.6,10711,11.474,31.38,60705,94.994,13263,9.768,34.309,60982,98.647,8477,9.184,27.196,93022,95.303,50208,29.762,31.38,57131,107.267,7322,10.571
1938,31.748,60732,94.633,10711,11.474,31.38,60768,95.027,13263,9.768,34.309,61051,98.682,8477,9.184,27.196,93076,95.331,50208,29.762,31.38,57194,107.3,7322,10.571
1940,31.748,60796,94.666,10711,11.474,31.38,60831,95.059,13263,9.768,34.309,61119,98.718,8477,9.184,27.196,93131,95.359,50208,29.762,31.38,57257,107.332,7322,10.571
1942,31.748,60859,94.699,10711,11.474,31.38,60893,95.091,13263,9.768,34.309,61188,98.753,8477,9.184,27.196,93185,95.387,50208,29.762,31.38,57320,107.364,7322,10.571
1944,31.748,60922,94.731,10711,11.474,31.38,60956,95.124,13263,9.768,34.309,61256,98.788,8477,9.184,27.196,93240,95.415,50208,29.762,31.38,57382,107.397,7322,10.571
1946,31.748,60986,94.764,10711,11.474,31.38,61019,95.156,13263,9.768,34.309,61325,98.824,8477,9.184,27.196,93294,95.443,50208,29.762,31.38,57445,107.429,7322,10.571
1948,31.748,61049,94.797,10711,11.474,31.38,61082,95.188,13263,9.768,34.309,61394,98.859,8477,9.184,27.196,93348,95.471,50208,29.762,31.38,57508,107.461,7322,10.571
1950,31.748,61113,94.829,10711,11.474,31.38,61144,95.22,13263,9.768,34.309,61462,98.894,8477,9.184,27.196,93403,95.499,50208,29.762,31.38,57571,107.493,7322,10.571
1952,31.748,61176,94.862,10711,11.474,31.38,61207,95.253,13263,9.768,34.309,61531,98.929,8477,9.184,27.196,93457,95.527,50208,29.762,31.38,57633,107.525,7322,10.571
1954,31.748,61240,94.894,10711,11.474,31.38,61270,95.285,13263,9.768,34.309,61600,98.964,8477,9.184,27.196,93512,95.555,50208,29.762,31.38,57696,107.558,7322,10.571
1956,31.748,61303,94.927,10711,11.474,31.38,61333,95.317,13263,9.768,34.309,61668,98.999,8477,9.184,27.196,93566,95.583,50208,29.762,31.38,57759,107.59,7322,10.571
1958,31.748,61367,94.959,10711,11.474,31.38,61395,95.349,13263,9.768,34.309,61737,99.034,8477,9.184,27.196,93620,95.611,50208,29.762,31.38,57822,107.622,7322,10.571
1960,31.748,61430,94.991,10711,11.474,31.38,61458,95.381,13263,9.768,34.309,61805,99.069,8477,9.184,27.196,93675,95.638,50208,29.762,31.38,57884,107.654,7322,10.571
1962,31.748,61494,95.024,10711,11.474,31.38,61521,95.413,13263,9.768,34.309,61874,99.104,8477,9.184,27.196,93729,95.666,50208,29.762,31.38,57947,107.686,7322,10.571
1964,31.748,61557,95.056,10711,11.474,31.38,61584,95.445,13263,9.768,34.309,61943,99.139,8477,9.184,27.196,93783,95.694,50208,29.762,31.38,58010,107.718,7322,10.571
1966,31.748,61621,95.089,10711,11.474,31.38,61647,95.477,13263,9.768,34.309,62011,99.174,8477,9.184,27.196,93838,95.722,50208,29.762,31.38,58073,107.75,7322,10.571
1968,31.748,61684,95.121,10711,11.474,31.38,61709,95.509,13263,9.768,34.309,62080,99.209,8477,9.184,27.196,93892,95.749,50208,29.762,31.38,58135,107.782,7322,10.571
1970,31.748,61748,95.153,10711,11.474,31.38,61772,95.541,13263,9.768,34.309,62148,99.244,8477,9.184,27.196,93947,95.777,50208,29.762,31.38,58198,107.814,7322,10.571
1972,31.748,61811,95.185,10711,11.474,31.38,61835,95.572,13263,9.768,34.309,62217,99.279,8477,9.184,27.196,94001,95.804,50208,29.762,31.38,58261,107.845,7322,10.571
1974,31.748,61875,95.217,10711,11.474,31.38,61898,95.604,13263,9.768,34.309,62286,99.314,8477,9.184,27.196,94055,95.832,50208,29.762,31.38,58324,107.877,7322,10.571
